0,1,2,Class
0.36322856,0.3535646,0.28320682,4.0
0.39725506,0.32990637,0.27283856,4.0
0.0013246798,0.3333249,0.6653503,4.0
0.0783585,0.6724693,0.24917227,4.0
0.4376648,0.034229416,0.52810574,4.0
0.15229683,0.7223647,0.12533844,4.0
0.0060967924,0.016581543,0.9773217,4.0
0.03471292,0.9541706,0.011116524,4.0
0.37803003,0.08537316,0.53659683,4.0
0.027806375,0.5457228,0.4264709,4.0
0.8433288,0.07602657,0.0806447,4.0
0.10740204,0.7782432,0.11435478,4.0
0.069412395,0.8794771,0.051110506,4.0
0.79799384,0.05304474,0.14896137,4.0
0.5312865,0.43693435,0.031779144,4.0
0.4296409,0.06601656,0.5043425,4.0
0.03389583,0.00627302,0.9598311,4.0
0.3667452,0.52712715,0.10612767,4.0
0.9365553,0.05099792,0.01244677,4.0
0.945682,0.0016780094,0.052639972,4.0
0.015731592,0.9821675,0.0021009361,4.0
0.07382253,0.923139,0.0030385156,4.0
0.99759126,0.0012054369,0.0012033154,4.0
0.21280469,0.74574417,0.041451085,4.0
0.76595706,0.20994943,0.024093466,4.0
0.0058871782,0.9924539,0.0016588818,4.0
0.5151535,0.38652295,0.09832351,4.0
0.20344388,0.7498001,0.046756037,4.0
0.39380157,0.39934787,0.20685051,4.0
0.48195454,0.31112492,0.20692044,4.0
0.7061212,0.09373813,0.20014066,4.0
0.94560355,0.025817651,0.028578714,4.0
0.06401132,0.8813237,0.054664996,4.0
0.054840013,0.24223676,0.7029232,4.0
0.30411434,0.040665302,0.6552203,4.0
0.9959627,0.002911237,0.0011261711,4.0
0.00026375867,0.0021054815,0.9976307,4.0
0.11992917,0.6036196,0.27645126,4.0
0.58840954,0.026090065,0.3855004,4.0
0.0025059856,0.022469567,0.9750244,4.0
0.11049264,0.87854457,0.010962805,4.0
0.2855841,0.041584846,0.672831,4.0
0.7643798,0.17712612,0.058494125,4.0
0.061781827,0.88976395,0.04845428,4.0
0.06667214,0.47219855,0.46112934,4.0
0.8773711,0.09596524,0.026663773,4.0
0.559895,0.41101995,0.029085048,4.0
0.08986971,0.46745494,0.44267535,4.0
0.41808334,0.4760536,0.1058631,4.0
0.41642317,0.49644125,0.08713563,4.0
0.5336925,0.25798258,0.20832504,4.0
0.010458054,0.0035149208,0.986027,4.0
0.31972864,0.50581133,0.17446008,4.0
0.08717623,0.5039041,0.40891966,4.0
0.0063423472,0.011439722,0.98221797,4.0
0.9706326,0.009788701,0.019578636,4.0
0.021182222,0.038034156,0.9407836,4.0
0.9588162,0.01451843,0.026665347,4.0
0.52307004,0.3126072,0.1643227,4.0
0.110574916,0.84809256,0.04133253,4.0
0.264437,0.6640306,0.0715324,4.0
0.31564394,0.01616934,0.6681867,4.0
0.9934121,0.00047413784,0.006113761,4.0
0.40724292,0.24199043,0.35076666,4.0
0.6166401,0.37011087,0.013249056,4.0
0.47089973,0.43955177,0.08954841,4.0
0.16523631,0.82730854,0.0074551557,4.0
0.35372195,0.5072595,0.1390186,4.0
0.2857688,0.4407585,0.27347273,4.0
0.06596455,0.90332234,0.030713134,4.0
0.61008346,0.356768,0.033148512,4.0
0.9427906,0.055301547,0.0019078277,4.0
0.88126,0.11464299,0.004096967,4.0
0.033799235,0.056380175,0.9098206,4.0
0.47950757,0.029499179,0.49099326,4.0
0.023653954,0.49435517,0.48199087,4.0
0.011076009,0.0007589338,0.988165,4.0
0.051423606,0.39421794,0.5543584,4.0
0.94711715,0.00059203064,0.052290775,4.0
0.999252,0.00011066756,0.0006372391,4.0
0.0031723552,0.015697874,0.9811298,4.0
0.42784607,0.03446246,0.5376915,4.0
0.98679775,3.0789764e-05,0.013171394,4.0
0.016014235,0.00024427002,0.9837415,4.0
0.001495253,0.08385062,0.9146542,4.0
0.0039624907,0.053828277,0.9422092,4.0
0.16743849,0.3769056,0.45565596,4.0
0.2639766,0.5458272,0.19019617,4.0
0.15380594,0.78482294,0.06137119,4.0
0.96620953,0.0056824964,0.028107964,4.0
0.39708477,0.4924211,0.11049412,4.0
0.93203765,0.05355203,0.014410337,4.0
